session_id,user_id,session_ts,device,channel,campaign_id,is_new_user,purchase_flag,order_id,gross_revenue,discount,net_revenue,session_to_order_minutes
S00140104,U000599,2025-07-04 00:18:18,mobile,search,C006,0,0,,0.0,0.0,0.0,0.0
S00396327,U000599,2025-07-04 00:18:27,web,paid_social,C016,0,0,,0.0,0.0,0.0,0.0
S00112278,U001764,2025-07-04 00:18:32,web,search,C005,0,0,,0.0,0.0,0.0,0.0
S00168018,U001583,2025-07-04 00:19:15,web,search,C007,0,0,,0.0,0.0,0.0,0.0
S00420684,U000877,2025-07-04 00:19:27,mobile,email,C017,0,0,,0.0,0.0,0.0,0.0
S00580221,U002515,2025-07-04 00:19:34,mobile,organic,C036,0,0,,0.0,0.0,0.0,0.0
S00535745,U001478,2025-07-04 00:19:56,web,organic,C033,0,0,,0.0,0.0,0.0,0.0
S00473100,,2025-07-04 00:20:55,web,email,C023,0,0,,0.0,0.0,0.0,0.0
S00429734,U002044,2025-07-04 00:21:00,web,email,C018,0,0,,0.0,0.0,0.0,0.0
S00027938,U001012,2025-07-04 00:21:34,mobile,search,C002,0,0,,0.0,0.0,0.0,0.0
S00626931,U002278,2025-07-04 00:21:35,mobile,organic,C039,0,0,,0.0,0.0,0.0,0.0
S00580229,,2025-07-04 00:22:41,web,organic,C036,0,0,,0.0,0.0,0.0,0.0
S00580177,U000054,2025-07-04 00:22:52,mobile,organic,C036,0,1,O00014899,10674.66,1194.31,9480.35,17.4
S00273831,,2025-07-04 00:22:57,web,paid_social,C011,0,0,,0.0,0.0,0.0,0.0
S00056414,U000744,2025-07-04 00:23:12,mobile,search,C003,0,0,,0.0,0.0,0.0,0.0
S00195868,U000588,2025-07-04 00:23:46,web,search,C008,0,0,,0.0,0.0,0.0,0.0
S00000108,,2025-07-04 00:25:31,web,search,C001,0,0,,0.0,0.0,0.0,0.0
S00535763,U000276,2025-07-04 00:26:02,mobile,organic,C033,0,0,,0.0,0.0,0.0,0.0
S00167947,U002400,2025-07-04 00:26:06,mobile,search,C007,0,0,,0.0,0.0,0.0,0.0
S00195893,U002002,2025-07-04 00:27:38,mobile,search,C008,0,0,,0.0,0.0,0.0,0.0
S00529870,U000077,2025-07-04 00:27:59,mobile,referral,C032,0,0,,0.0,0.0,0.0,0.0
S00429766,U000497,2025-07-04 00:28:38,web,email,C018,0,0,,0.0,0.0,0.0,0.0
S00535734,U002433,2025-07-04 00:29:20,web,organic,C033,0,0,,0.0,0.0,0.0,0.0
S00348147,,2025-07-04 00:29:46,mobile,paid_social,C014,0,0,,0.0,0.0,0.0,0.0
S00396298,U000194,2025-07-04 00:30:17,mobile,paid_social,C016,0,0,,0.0,0.0,0.0,0.0
S00195975,U000512,2025-07-04 00:30:33,web,search,C008,0,0,,0.0,0.0,0.0,0.0
S00248669,U002125,2025-07-04 00:31:04,web,paid_social,C010,0,0,,0.0,0.0,0.0,0.0
S00224082,U001231,2025-07-04 00:31:25,,paid_social,C009,0,0,,0.0,0.0,0.0,0.0
S00580211,U001234,2025-07-04 00:31:45,mobile,organic,C036,0,0,,0.0,0.0,0.0,0.0
S00027930,U001858,2025-07-04 00:32:15,web,search,C002,0,0,,0.0,0.0,0.0,0.0
S00000036,U001342,2025-07-04 00:32:33,web,search,C001,0,0,,0.0,0.0,0.0,0.0
S00496167,U001459,2025-07-04 00:32:54,mobile,referral,C026,0,0,,0.0,0.0,0.0,0.0
S00396280,U001584,2025-07-04 00:34:02,web,paid_social,C016,0,0,,0.0,0.0,0.0,0.0
S00112318,U000929,2025-07-04 00:34:47,mobile,search,C005,0,0,,0.0,0.0,0.0,0.0
S00348177,U000267,2025-07-04 00:34:50,mobile,paid_social,C014,0,0,,0.0,0.0,0.0,0.0
S00248611,U002565,2025-07-04 00:35:12,mobile,paid_social,C010,0,0,,0.0,0.0,0.0,0.0
S00027943,U000818,2025-07-04 00:35:17,mobile,search,C002,0,0,,0.0,0.0,0.0,0.0
S00167989,U002580,2025-07-04 00:35:41,web,search,C007,0,0,,0.0,0.0,0.0,0.0
S00000055,U000701,2025-07-04 00:36:01,web,search,C001,0,0,,0.0,0.0,0.0,0.0
S00429714,U002581,2025-07-04 00:36:45,web,email,C018,0,0,,0.0,0.0,0.0,0.0
S00167971,,2025-07-04 00:37:01,web,search,C007,0,0,,0.0,0.0,0.0,0.0
S00396286,,2025-07-04 00:37:09,web,paid_social,C016,0,0,,0.0,0.0,0.0,0.0
S00564683,,2025-07-04 00:38:01,mobile,organic,C035,0,0,,0.0,0.0,0.0,0.0
S00464284,U001544,2025-07-04 00:38:06,web,email,C022,0,0,,0.0,0.0,0.0,0.0
S00195884,U001625,2025-07-04 00:38:25,web,search,C008,0,0,,0.0,0.0,0.0,0.0
S00550161,U000771,2025-07-04 00:38:36,web,organic,C034,0,0,,0.0,0.0,0.0,0.0
S00420685,U001120,2025-07-04 00:39:01,web,email,C017,0,0,,0.0,0.0,0.0,0.0
S00248727,,2025-07-04 00:39:37,mobile,paid_social,C010,0,0,,0.0,0.0,0.0,0.0
S00056507,U000033,2025-07-04 00:39:46,web,search,C003,0,0,,0.0,0.0,0.0,0.0
S00323186,U002218,2025-07-04 00:39:58,web,paid_social,C013,0,0,,0.0,0.0,0.0,0.0
S00056391,U000053,2025-07-04 00:40:29,web,search,C003,0,1,O00001678,2205.55,287.43,1918.12,1.8666666666666667
S00195931,,2025-07-04 00:40:37,mobile,search,C008,0,0,,0.0,0.0,0.0,0.0
S00642013,,2025-07-04 00:40:41,web,organic,C040,0,0,,0.0,0.0,0.0,0.0
S00248606,U000922,2025-07-04 00:41:19,web,paid_social,C010,0,0,,0.0,0.0,0.0,0.0
S00140117,U002430,2025-07-04 00:41:19,mobile,search,C006,0,0,,0.0,0.0,0.0,0.0
S00611623,U000556,2025-07-04 00:41:19,web,organic,C038,0,0,,0.0,0.0,0.0,0.0
S00641978,U001910,2025-07-04 00:41:27,mobile,organic,C040,0,0,,0.0,0.0,0.0,0.0
S00611622,U000703,2025-07-04 00:41:34,web,organic,C038,0,0,,0.0,0.0,0.0,0.0
S00524536,,2025-07-04 00:42:02,web,referral,C031,0,0,,0.0,0.0,0.0,0.0
S00112400,,2025-07-04 00:42:06,mobile,search,C005,0,0,,0.0,0.0,0.0,0.0
S00298503,U002535,2025-07-04 00:42:13,web,paid_social,C012,0,0,,0.0,0.0,0.0,0.0
S00429679,U001655,2025-07-04 00:43:21,,email,C018,0,0,,0.0,0.0,0.0,0.0
S00000009,U000645,2025-07-04 00:44:41,web,search,C001,0,0,,0.0,0.0,0.0,0.0
S00550121,U001623,2025-07-04 00:45:03,mobile,organic,C034,0,0,,0.0,0.0,0.0,0.0
S00224090,U002312,2025-07-04 00:45:18,mobile,paid_social,C009,0,0,,0.0,0.0,0.0,0.0
S00248709,U000172,2025-07-04 00:45:23,mobile,paid_social,C010,0,0,,0.0,0.0,0.0,0.0
S00446909,U000595,2025-07-04 00:46:01,web,email,C020,0,0,,0.0,0.0,0.0,0.0
S00580263,U001286,2025-07-04 00:47:02,web,organic,C036,0,0,,0.0,0.0,0.0,0.0
S00167983,U002168,2025-07-04 00:47:34,web,search,C007,0,0,,0.0,0.0,0.0,0.0
S00224104,U000640,2025-07-04 00:47:36,mobile,paid_social,C009,0,0,,0.0,0.0,0.0,0.0
S00642009,U001112,2025-07-04 00:47:37,web,organic,C040,0,0,,0.0,0.0,0.0,0.0
S00000048,U002407,2025-07-04 00:47:57,mobile,search,C001,0,0,,0.0,0.0,0.0,0.0
S00642046,U000648,2025-07-04 00:48:02,web,organic,C040,0,0,,0.0,0.0,0.0,0.0
S00273802,U000841,2025-07-04 00:48:22,mobile,paid_social,C011,0,0,,0.0,0.0,0.0,0.0
S00273768,U002187,2025-07-04 00:48:33,web,paid_social,C011,0,0,,0.0,0.0,0.0,0.0
S00056417,U001415,2025-07-04 00:48:39,web,search,C003,0,0,,0.0,0.0,0.0,0.0
S00446912,U001941,2025-07-04 00:48:43,web,email,C020,0,0,,0.0,0.0,0.0,0.0
S00564648,U000982,2025-07-04 00:48:58,web,organic,C035,0,0,,0.0,0.0,0.0,0.0
S00298465,U000007,2025-07-04 00:49:38,,paid_social,C012,0,0,,0.0,0.0,0.0,0.0
S00564708,,2025-07-04 00:49:48,mobile,organic,C035,0,0,,0.0,0.0,0.0,0.0
S00323154,,2025-07-04 00:50:04,web,paid_social,C013,0,0,,0.0,0.0,0.0,0.0
S00535753,U000079,2025-07-04 00:51:12,mobile,organic,C033,0,0,,0.0,0.0,0.0,0.0
S00112309,U001453,2025-07-04 00:51:47,web,search,C005,0,0,,0.0,0.0,0.0,0.0
S00084479,U001608,2025-07-04 00:52:33,web,search,C004,0,0,,0.0,0.0,0.0,0.0
S00564736,,2025-07-04 00:53:07,mobile,organic,C035,0,0,,0.0,0.0,0.0,0.0
S00298531,U001042,2025-07-04 00:53:33,mobile,paid_social,C012,0,0,,0.0,0.0,0.0,0.0
S00372558,U001797,2025-07-04 00:54:16,mobile,paid_social,C015,0,0,,0.0,0.0,0.0,0.0
S00372494,U000133,2025-07-04 00:54:58,web,paid_social,C015,0,0,,0.0,0.0,0.0,0.0
S00446908,U000963,2025-07-04 00:55:06,mobile,email,C020,0,0,,0.0,0.0,0.0,0.0
S00372480,U002382,2025-07-04 00:56:19,mobile,paid_social,C015,0,0,,0.0,0.0,0.0,0.0
S00348121,U001043,2025-07-04 00:56:25,mobile,paid_social,C014,0,0,,0.0,0.0,0.0,0.0
S00641951,U000907,2025-07-04 00:56:28,mobile,organic,C040,0,0,,0.0,0.0,0.0,0.0
S00140057,U002251,2025-07-04 00:58:06,web,search,C006,0,0,,0.0,0.0,0.0,0.0
S00168054,U001168,2025-07-04 00:58:50,web,search,C007,0,0,,0.0,0.0,0.0,0.0
S00429690,,2025-07-04 00:59:47,mobile,email,C018,0,0,,0.0,0.0,0.0,0.0
S00580188,U000428,2025-07-04 01:00:03,web,organic,C036,0,0,,0.0,0.0,0.0,0.0
S00195916,U000787,2025-07-04 01:00:25,mobile,search,C008,0,0,,0.0,0.0,0.0,0.0
S00323192,U000389,2025-07-04 01:00:45,mobile,paid_social,C013,0,0,,0.0,0.0,0.0,0.0
S00535767,U000271,2025-07-04 01:01:24,web,organic,C033,0,0,,0.0,0.0,0.0,0.0
S00273808,,2025-07-04 01:01:42,mobile,paid_social,C011,0,0,,0.0,0.0,0.0,0.0
S00224067,U002152,2025-07-04 01:01:59,web,paid_social,C009,0,0,,0.0,0.0,0.0,0.0
S00611624,U000424,2025-07-04 01:02:20,web,organic,C038,0,0,,0.0,0.0,0.0,0.0
S00195903,U001074,2025-07-04 01:02:58,mobile,search,C008,0,0,,0.0,0.0,0.0,0.0
S00056457,U000641,2025-07-04 01:04:09,web,search,C003,0,0,,0.0,0.0,0.0,0.0
S00273805,U002447,2025-07-04 01:04:17,mobile,paid_social,C011,0,0,,0.0,0.0,0.0,0.0
S00224038,U000600,2025-07-04 01:05:25,web,paid_social,C009,0,0,,0.0,0.0,0.0,0.0
S00112396,U001241,2025-07-04 01:05:57,web,search,C005,0,0,,0.0,0.0,0.0,0.0
S00028005,U002118,2025-07-04 01:06:34,mobile,search,C002,0,0,,0.0,0.0,0.0,0.0
S00550159,U001238,2025-07-04 01:07:23,mobile,organic,C034,0,0,,0.0,0.0,0.0,0.0
S00298430,U001318,2025-07-04 01:07:44,web,paid_social,C012,0,0,,0.0,0.0,0.0,0.0
S00473136,,2025-07-04 01:07:54,mobile,email,C023,0,0,,0.0,0.0,0.0,0.0
S00140056,U000352,2025-07-04 01:07:54,web,search,C006,0,0,,0.0,0.0,0.0,0.0
S00027989,U000700,2025-07-04 01:08:05,web,search,C002,0,0,,0.0,0.0,0.0,0.0
S00140174,U000590,2025-07-04 01:08:07,mobile,search,C006,0,0,,0.0,0.0,0.0,0.0
S00473129,U000346,2025-07-04 01:09:31,web,email,C023,0,0,,0.0,0.0,0.0,0.0
S00112344,U000367,2025-07-04 01:09:38,web,search,C005,0,0,,0.0,0.0,0.0,0.0
S00028043,U002416,2025-07-04 01:10:08,web,search,C002,0,0,,0.0,0.0,0.0,0.0
S00626892,U001370,2025-07-04 01:10:17,mobile,organic,C039,0,0,,0.0,0.0,0.0,0.0
S00513028,U001577,2025-07-04 01:11:00,web,referral,C029,0,0,,0.0,0.0,0.0,0.0
S00084407,U002401,2025-07-04 01:11:17,mobile,search,C004,0,0,,0.0,0.0,0.0,0.0
S00535805,U002401,2025-07-04 01:11:22,mobile,organic,C033,0,0,,0.0,0.0,0.0,0.0
S00580219,U000040,2025-07-04 01:11:29,mobile,organic,C036,0,0,,0.0,0.0,0.0,0.0
S00348136,U001743,2025-07-04 01:11:29,mobile,paid_social,C014,0,0,,0.0,0.0,0.0,0.0
S00112302,U000702,2025-07-04 01:12:08,web,search,C005,0,0,,0.0,0.0,0.0,0.0
S00000034,U001023,2025-07-04 01:12:08,mobile,search,C001,0,0,,0.0,0.0,0.0,0.0
S00084443,U000940,2025-07-04 01:12:09,web,search,C004,0,0,,0.0,0.0,0.0,0.0
S00580176,U001807,2025-07-04 01:12:16,mobile,organic,C036,0,0,,0.0,0.0,0.0,0.0
S00028025,U000708,2025-07-04 01:12:35,web,search,C002,0,0,,0.0,0.0,0.0,0.0
S00167940,,2025-07-04 01:13:01,mobile,search,C007,0,0,,0.0,0.0,0.0,0.0
S00027941,U001203,2025-07-04 01:14:02,mobile,search,C002,0,0,,0.0,0.0,0.0,0.0
S00446897,U002374,2025-07-04 01:14:36,web,email,C020,0,0,,0.0,0.0,0.0,0.0
S00524532,U000599,2025-07-04 01:14:52,web,referral,C031,0,0,,0.0,0.0,0.0,0.0
S00580187,U000677,2025-07-04 01:15:07,web,organic,C036,0,0,,0.0,0.0,0.0,0.0
S00564649,U001667,2025-07-04 01:15:09,web,organic,C035,0,0,,0.0,0.0,0.0,0.0
S00195895,U001998,2025-07-04 01:16:21,mobile,search,C008,0,0,,0.0,0.0,0.0,0.0
S00273835,,2025-07-04 01:17:16,web,paid_social,C011,0,0,,0.0,0.0,0.0,0.0
S00168014,U000489,2025-07-04 01:20:11,mobile,search,C007,0,0,,0.0,0.0,0.0,0.0
S00056496,U000164,2025-07-04 01:20:46,web,search,C003,0,0,,0.0,0.0,0.0,0.0
S00429715,U001884,2025-07-04 01:21:23,mobile,email,C018,0,0,,0.0,0.0,0.0,0.0
S00140125,,2025-07-04 01:22:11,mobile,search,C006,0,0,,0.0,0.0,0.0,0.0
S00195873,U001408,2025-07-04 01:22:12,mobile,search,C008,0,0,,0.0,0.0,0.0,0.0
S00580294,U001277,2025-07-04 01:24:38,mobile,organic,C036,0,0,,0.0,0.0,0.0,0.0
S00056409,U000731,2025-07-04 01:24:44,mobile,search,C003,0,0,,0.0,0.0,0.0,0.0
S00372495,U002420,2025-07-04 01:25:13,mobile,paid_social,C015,0,0,,0.0,0.0,0.0,0.0
S00535771,,2025-07-04 01:25:28,mobile,organic,C033,0,0,,0.0,0.0,0.0,0.0
S00000072,U001213,2025-07-04 01:25:31,mobile,search,C001,0,0,,0.0,0.0,0.0,0.0
S00028042,U001050,2025-07-04 01:25:38,mobile,search,C002,0,0,,0.0,0.0,0.0,0.0
S00224077,U001960,2025-07-04 01:26:23,web,paid_social,C009,0,0,,0.0,0.0,0.0,0.0
S00168047,U001813,2025-07-04 01:26:51,mobile,search,C007,0,0,,0.0,0.0,0.0,0.0
S00396344,U001451,2025-07-04 01:27:42,web,paid_social,C016,0,0,,0.0,0.0,0.0,0.0
S00248718,,2025-07-04 01:27:47,mobile,paid_social,C010,0,0,,0.0,0.0,0.0,0.0
S00195964,U000454,2025-07-04 01:28:37,web,search,C008,0,0,,0.0,0.0,0.0,0.0
S00112285,U001045,2025-07-04 01:29:02,mobile,search,C005,0,0,,0.0,0.0,0.0,0.0
S00372536,U001097,2025-07-04 01:29:03,mobile,paid_social,C015,0,1,O00009086,6650.77,860.79,5789.98,5.5
S00524540,U000409,2025-07-04 01:30:16,mobile,referral,C031,0,0,,0.0,0.0,0.0,0.0
S00372473,U000294,2025-07-04 01:30:16,web,paid_social,C015,0,0,,0.0,0.0,0.0,0.0
S00529851,U000440,2025-07-04 01:30:43,web,referral,C032,0,0,,0.0,0.0,0.0,0.0
S00224065,U002150,2025-07-04 01:30:54,web,paid_social,C009,0,0,,0.0,0.0,0.0,0.0
S00323143,U002528,2025-07-04 01:30:56,web,paid_social,C013,0,0,,0.0,0.0,0.0,0.0
S00224053,U000414,2025-07-04 01:30:56,mobile,paid_social,C009,0,0,,0.0,0.0,0.0,0.0
S00056434,U002399,2025-07-04 01:31:21,web,search,C003,0,0,,0.0,0.0,0.0,0.0
S00564685,U001175,2025-07-04 01:31:31,mobile,organic,C035,0,0,,0.0,0.0,0.0,0.0
S00496162,U001854,2025-07-04 01:31:41,web,referral,C026,0,0,,0.0,0.0,0.0,0.0
S00195901,U000008,2025-07-04 01:31:44,web,search,C008,0,1,O00005855,3418.87,496.29,2922.58,17.3
S00564633,U000836,2025-07-04 01:31:56,mobile,organic,C035,0,0,,0.0,0.0,0.0,0.0
S00372562,U001404,2025-07-04 01:32:01,web,paid_social,C015,0,0,,0.0,0.0,0.0,0.0
S00195907,U002475,2025-07-04 01:32:14,mobile,search,C008,0,0,,0.0,0.0,0.0,0.0
S00273858,U000708,2025-07-04 01:32:25,mobile,paid_social,C011,0,0,,0.0,0.0,0.0,0.0
S00641941,U002158,2025-07-04 01:33:16,web,organic,C040,0,0,,0.0,0.0,0.0,0.0
S00112357,,2025-07-04 01:33:23,mobile,search,C005,0,0,,0.0,0.0,0.0,0.0
S00273797,U001324,2025-07-04 01:34:09,mobile,paid_social,C011,0,0,,0.0,0.0,0.0,0.0
S00000089,U002194,2025-07-04 01:34:23,web,search,C001,0,0,,0.0,0.0,0.0,0.0
S00481638,U002188,2025-07-04 01:35:09,web,email,C024,0,0,,0.0,0.0,0.0,0.0
S00372510,U002200,2025-07-04 01:35:12,,paid_social,C015,0,0,,0.0,0.0,0.0,0.0
S00641938,U002489,2025-07-04 01:35:17,mobile,organic,C040,0,0,,0.0,0.0,0.0,0.0
S00580227,U001657,2025-07-04 01:35:21,mobile,organic,C036,0,0,,0.0,0.0,0.0,0.0
S00000023,U001567,2025-07-04 01:35:22,web,search,C001,0,0,,0.0,0.0,0.0,0.0
S00372477,,2025-07-04 01:35:38,mobile,paid_social,C015,0,0,,0.0,0.0,0.0,0.0
S00056377,U001354,2025-07-04 01:36:14,web,search,C003,0,0,,0.0,0.0,0.0,0.0
S00224113,,2025-07-04 01:36:24,mobile,paid_social,C009,0,0,,0.0,0.0,0.0,0.0
S00323263,U002256,2025-07-04 01:36:35,web,paid_social,C013,0,0,,0.0,0.0,0.0,0.0
S00438271,U000078,2025-07-04 01:37:17,web,email,C019,0,0,,0.0,0.0,0.0,0.0
S00490315,U001050,2025-07-04 01:37:22,web,referral,C025,0,0,,0.0,0.0,0.0,0.0
S00027923,U001645,2025-07-04 01:37:34,mobile,search,C002,0,0,,0.0,0.0,0.0,0.0
S00273863,U000800,2025-07-04 01:37:39,mobile,paid_social,C011,0,0,,0.0,0.0,0.0,0.0
S00535720,U000826,2025-07-04 01:37:47,mobile,organic,C033,0,0,,0.0,0.0,0.0,0.0
S00273798,U000103,2025-07-04 01:37:59,mobile,paid_social,C011,0,0,,0.0,0.0,0.0,0.0
S00429693,U000152,2025-07-04 01:38:00,mobile,email,C018,0,0,,0.0,0.0,0.0,0.0
S00529865,,2025-07-04 01:38:32,web,referral,C032,0,0,,0.0,0.0,0.0,0.0
S00642023,U001096,2025-07-04 01:38:46,web,organic,C040,0,0,,0.0,0.0,0.0,0.0
S00580190,U000575,2025-07-04 01:38:54,mobile,organic,C036,0,0,,0.0,0.0,0.0,0.0
S00323267,U001825,2025-07-04 01:40:56,web,paid_social,C013,0,0,,0.0,0.0,0.0,0.0
S00519157,U000407,2025-07-04 01:41:05,web,referral,C030,0,0,,0.0,0.0,0.0,0.0
S00429760,U000975,2025-07-04 01:41:10,web,email,C018,0,0,,0.0,0.0,0.0,0.0
S00513024,U001095,2025-07-04 01:41:18,mobile,referral,C029,0,0,,0.0,0.0,0.0,0.0
S00028013,U000742,2025-07-04 01:41:23,mobile,search,C002,0,0,,0.0,0.0,0.0,0.0
S00642018,,2025-07-04 01:41:29,web,organic,C040,0,0,,0.0,0.0,0.0,0.0
S00167997,U001901,2025-07-04 01:42:24,web,search,C007,0,0,,0.0,0.0,0.0,0.0
S00473105,U000026,2025-07-04 01:42:54,mobile,email,C023,0,0,,0.0,0.0,0.0,0.0
S00140068,U000836,2025-07-04 01:42:59,web,search,C006,0,0,,0.0,0.0,0.0,0.0
S00140155,U000529,2025-07-04 01:43:24,mobile,search,C006,0,0,,0.0,0.0,0.0,0.0
S00446846,U002313,2025-07-04 01:43:29,web,email,C020,0,0,,0.0,0.0,0.0,0.0
S00298432,U002288,2025-07-04 01:44:09,web,paid_social,C012,0,0,,0.0,0.0,0.0,0.0
S00564691,U001410,2025-07-04 01:44:30,mobile,organic,C035,0,0,,0.0,0.0,0.0,0.0
S00396303,U001162,2025-07-04 01:44:56,web,paid_social,C016,0,0,,0.0,0.0,0.0,0.0
S00535768,U002186,2025-07-04 01:45:19,web,organic,C033,0,0,,0.0,0.0,0.0,0.0
S00641988,U001175,2025-07-04 01:45:21,web,organic,C040,0,0,,0.0,0.0,0.0,0.0
S00473106,U000355,2025-07-04 01:45:50,web,email,C023,0,0,,0.0,0.0,0.0,0.0
S00438295,U001303,2025-07-04 01:46:26,mobile,email,C019,0,0,,0.0,0.0,0.0,0.0
S00028019,U002592,2025-07-04 01:46:43,web,search,C002,0,0,,0.0,0.0,0.0,0.0
S00273851,U001555,2025-07-04 01:47:05,web,paid_social,C011,0,0,,0.0,0.0,0.0,0.0
S00564652,U000627,2025-07-04 01:47:39,mobile,organic,C035,0,0,,0.0,0.0,0.0,0.0
S00323183,U001467,2025-07-04 01:49:31,mobile,paid_social,C013,0,0,,0.0,0.0,0.0,0.0
S00396332,U002288,2025-07-04 01:49:37,mobile,paid_social,C016,0,0,,0.0,0.0,0.0,0.0
S00000076,,2025-07-04 01:50:27,mobile,search,C001,0,0,,0.0,0.0,0.0,0.0
S00641957,U002335,2025-07-04 01:50:38,mobile,organic,C040,0,0,,0.0,0.0,0.0,0.0
S00224022,U000876,2025-07-04 01:50:57,web,paid_social,C009,0,0,,0.0,0.0,0.0,0.0
S00224012,U000381,2025-07-04 01:52:06,web,paid_social,C009,0,0,,0.0,0.0,0.0,0.0
S00396302,,2025-07-04 01:52:06,mobile,paid_social,C016,0,0,,0.0,0.0,0.0,0.0
S00323164,,2025-07-04 01:52:14,web,paid_social,C013,0,0,,0.0,0.0,0.0,0.0
S00056481,U002566,2025-07-04 01:53:10,web,search,C003,0,0,,0.0,0.0,0.0,0.0
S00580233,,2025-07-04 01:53:12,web,organic,C036,0,0,,0.0,0.0,0.0,0.0
S00580226,U002011,2025-07-04 01:53:22,mobile,organic,C036,0,0,,0.0,0.0,0.0,0.0
