order_id,product_id,quantity,unit_price
O00000078,P0208,3,1407.34
O00000078,P0199,3,936.25
O00000078,P0194,1,3144.78
O00000078,P0216,1,2967.22
O00000079,P0182,1,959.41
O00000079,P0235,1,2572.91
O00000079,P0221,3,2092.04
O00000079,P0097,1,710.37
O00000080,P0150,2,2411.03
O00000080,P0161,1,583.24
O00000081,P0037,2,662.52
O00000081,P0014,2,1837.14
O00000082,P0152,2,1585.12
O00000082,P0030,1,834.57
O00000082,P0218,1,2040.03
O00000082,P0154,2,1649.69
O00000083,P0040,2,858.36
O00000083,P0158,3,3926.03
O00000083,P0087,2,1200.61
O00000084,P0104,1,1858.84
O00000084,P0028,2,1194.55
O00000085,P0110,3,658.22
O00000086,P0111,1,1340.4
O00000086,P0199,1,936.25
O00000086,P0176,3,1258.27
O00000086,P0227,2,1479.18
O00000087,P0010,2,2175.92
O00000087,P0025,3,1618.84
O00000087,P0097,2,710.37
O00000087,P0052,1,3026.72
O00000088,P0175,3,756.22
O00000089,P0220,2,1349.18
O00000089,P0219,1,2603.32
O00000089,P0137,1,1059.36
O00000090,P0056,3,783.95
O00000090,P0120,2,784.1
O00000090,P0138,1,987.18
O00000090,P0214,1,2075.44
O00000091,P0128,3,472.1
O00000091,P0125,2,283.73
O00000091,P0220,2,1349.18
O00000092,P0170,1,847.9
O00000092,P0202,2,1300.21
O00000093,P0014,3,1837.14
O00000093,P0095,1,4631.07
O00000093,P0183,2,1537.83
O00000094,P0237,2,1098.27
O00000094,P0111,2,1340.4
O00000094,P0240,3,1359.96
O00000095,P0004,3,801.94
O00000095,P0127,3,2866.94
O00000096,P0104,3,1858.84
O00000096,P0129,2,1270.55
O00000097,P0015,2,1930.97
O00000097,P0216,1,2967.22
O00000097,P0220,2,1349.18
O00000098,P0015,2,1930.97
O00000098,P0109,2,996.17
O00000099,P0162,2,579.09
O00000099,P0106,1,937.09
O00000099,P0171,1,881.55
O00000099,P0037,1,662.52
O00000100,P0005,3,1040.13
O00000101,P0167,3,944.72
O00000101,P0178,3,1011.58
O00000102,P0109,1,996.17
O00000102,P0089,3,1013.84
O00000102,P0042,1,944.98
O00000103,P0004,2,801.94
O00000103,P0114,3,1864.14
O00000104,P0040,3,858.36
O00000104,P0217,2,2241.21
O00000104,P0157,3,2062.37
O00000105,P0044,2,1236.69
O00000105,P0201,2,684.71
O00000106,P0130,1,2720.58
O00000106,P0133,3,1209.76
O00000107,P0112,3,1006.06
O00000107,P0094,2,522.32
O00000107,P0065,2,2491.47
O00000108,P0148,1,1690.43
O00000108,P0239,1,1314.56
O00000108,P0071,2,1400.47
O00000109,P0192,3,1173.24
O00000110,P0063,1,453.02
O00000110,P0125,1,283.73
O00000110,P0194,1,3144.78
O00000110,P0145,2,588.81
O00000111,P0089,3,1013.84
O00000111,P0192,3,1173.24
O00000111,P0147,2,1263.88
O00000111,P0167,1,944.72
O00000112,P0186,1,1575.53
O00000112,P0218,3,2040.03
O00000112,P0124,1,788.45
O00000113,P0133,1,1209.76
O00000113,P0229,1,1415.09
O00000113,P0112,1,1006.06
O00000113,P0206,3,633.65
O00000114,P0204,2,2640.45
O00000114,P0160,2,1207.7
O00000115,P0106,1,937.09
O00000115,P0220,3,1349.18
O00000115,P0164,3,810.27
O00000116,P0035,2,1150.72
O00000117,P0045,2,1012.2
O00000117,P0182,1,959.41
O00000118,P0068,2,664.95
O00000118,P0020,1,1092.34
O00000118,P0231,1,1558.1
O00000118,P0148,1,1690.43
O00000119,P0068,1,664.95
O00000120,P0219,1,2603.32
O00000121,P0015,3,1930.97
O00000121,P0004,2,801.94
O00000121,P0161,1,583.24
O00000121,P0027,2,949.2
O00000122,P0120,2,784.1
O00000123,P0175,3,756.22
O00000123,P0237,2,1098.27
O00000123,P0087,3,1200.61
O00000123,P0205,2,600.42
O00000124,P0112,3,1006.06
O00000124,P0055,3,1366.47
O00000125,P0119,1,899.61
O00000125,P0193,1,1193.75
O00000125,P0196,3,1927.03
O00000126,P0111,3,1340.4
O00000127,P0215,3,1893.08
O00000127,P0226,2,785.98
O00000128,P0142,2,1695.34
O00000129,P0093,1,616.35
O00000130,P0073,3,985.75
O00000130,P0012,1,571.27
O00000131,P0068,3,664.95
O00000131,P0158,1,3926.03
O00000131,P0107,2,2298.13
O00000132,P0090,3,1574.98
O00000132,P0124,3,788.45
O00000132,P0102,2,2356.27
O00000132,P0200,1,1198.68
O00000133,P0173,1,761.55
O00000134,P0004,3,801.94
O00000134,P0054,2,419.18
O00000135,P0025,1,1618.84
O00000135,P0149,3,874.8
O00000136,P0074,3,2273.72
O00000137,P0101,3,869.15
O00000137,P0197,2,2021.41
O00000137,P0022,3,724.91
O00000138,P0094,2,522.32
O00000138,P0126,3,739.47
O00000138,P0227,3,1479.18
O00000138,P0177,3,1093.64
O00000139,P0068,2,664.95
O00000139,P0113,2,1180.61
O00000139,P0149,2,874.8
O00000139,P0134,3,989.28
O00000140,P0229,1,1415.09
O00000141,P0239,2,1314.56
O00000141,P0070,1,1647.58
O00000141,P0217,2,2241.21
O00000142,P0181,1,527.96
O00000143,P0172,2,1112.76
O00000143,P0051,1,2148.96
O00000143,P0191,3,736.76
O00000143,P0060,2,1273.56
O00000144,P0151,3,770.75
O00000144,P0113,1,1180.61
O00000145,P0147,1,1263.88
O00000145,P0160,3,1207.7
O00000145,P0141,3,1651.79
O00000146,P0197,3,2021.41
O00000146,P0214,1,2075.44
O00000146,P0014,1,1837.14
O00000146,P0134,2,989.28
O00000147,P0032,3,1633.29
O00000148,P0157,2,2062.37
O00000148,P0079,3,1078.04
O00000148,P0108,3,753.42
O00000148,P0239,1,1314.56
O00000149,P0153,1,831.71
O00000149,P0144,3,2246.63
O00000149,P0237,3,1098.27
O00000149,P0046,3,1011.73
O00000150,P0230,3,1302.25
O00000150,P0114,2,1864.14
O00000150,P0140,3,535.53
O00000150,P0224,1,1051.81
O00000151,P0103,2,2083.49
O00000151,P0170,1,847.9
O00000151,P0126,2,739.47
O00000152,P0146,2,1090.97
O00000152,P0145,1,588.81
O00000153,P0126,2,739.47
O00000153,P0066,2,1366.37
O00000153,P0131,3,1290.84
O00000153,P0080,1,557.04
O00000154,P0004,2,801.94
O00000154,P0112,2,1006.06
O00000155,P0066,3,1366.37
O00000155,P0199,3,936.25
O00000155,P0007,3,1207.1
O00000156,P0090,3,1574.98
O00000156,P0212,3,1029.88
O00000156,P0134,1,989.28
O00000157,P0111,1,1340.4
O00000157,P0043,3,1391.43
O00000157,P0139,3,1447.46
O00000157,P0131,1,1290.84
O00000158,P0067,3,753.87
O00000158,P0062,2,2524.52
O00000159,P0113,3,1180.61
O00000160,P0085,2,727.77
O00000161,P0037,1,662.52
O00000161,P0223,3,803.39
O00000161,P0233,2,1451.4
O00000161,P0176,3,1258.27
O00000162,P0072,3,2571.49
O00000162,P0049,1,1238.18
O00000162,P0005,3,1040.13
O00000163,P0164,3,810.27
O00000163,P0090,1,1574.98
O00000164,P0235,2,2572.91
O00000164,P0132,2,753.68
O00000164,P0197,1,2021.41
O00000165,P0106,2,937.09
O00000166,P0180,1,1202.34
O00000166,P0029,1,1280.8
O00000166,P0061,2,2013.33
O00000166,P0069,2,3449.12
O00000167,P0048,2,981.25
O00000168,P0181,3,527.96
O00000168,P0163,3,1029.98
O00000168,P0099,1,1110.16
O00000169,P0072,2,2571.49
O00000169,P0164,1,810.27
O00000169,P0020,2,1092.34
O00000170,P0015,1,1930.97
O00000170,P0122,3,1374.87
O00000170,P0027,3,949.2
O00000170,P0082,3,1125.87
O00000171,P0093,2,616.35
O00000171,P0074,1,2273.72
O00000171,P0121,2,1121.76
O00000171,P0046,2,1011.73
O00000172,P0165,1,1939.7
O00000172,P0082,3,1125.87
O00000172,P0030,3,834.57
O00000172,P0170,1,847.9
O00000173,P0145,2,588.81
O00000173,P0189,3,922.16
O00000173,P0059,2,1612.68
O00000174,P0040,3,858.36
O00000175,P0031,2,966.55
O00000175,P0110,3,658.22
O00000175,P0180,1,1202.34
O00000176,P0101,2,869.15
O00000176,P0025,3,1618.84
O00000176,P0162,3,579.09
O00000177,P0132,3,753.68
O00000177,P0154,1,1649.69
O00000177,P0162,2,579.09
O00000178,P0133,3,1209.76
O00000178,P0143,2,2545.28
O00000178,P0207,1,522.65
O00000178,P0193,1,1193.75
O00000179,P0202,3,1300.21
O00000180,P0002,3,775.4
O00000180,P0148,3,1690.43
O00000180,P0212,2,1029.88
O00000180,P0087,1,1200.61
O00000181,P0206,1,633.65
O00000182,P0066,2,1366.37
O00000182,P0015,3,1930.97
O00000182,P0161,2,583.24
O00000183,P0023,1,1915.99
O00000184,P0099,3,1110.16
O00000185,P0121,3,1121.76
O00000186,P0027,2,949.2
O00000186,P0103,3,2083.49
O00000186,P0083,2,774.56
O00000186,P0106,3,937.09
O00000187,P0031,3,966.55
O00000188,P0054,3,419.18
O00000188,P0099,1,1110.16
O00000188,P0009,3,857.42
O00000188,P0127,1,2866.94
O00000189,P0105,1,720.0
O00000189,P0239,1,1314.56
O00000189,P0162,3,579.09
O00000190,P0229,1,1415.09
O00000190,P0078,3,1105.87
O00000190,P0221,1,2092.04
O00000190,P0066,2,1366.37
O00000191,P0009,3,857.42
O00000192,P0156,3,3409.06
O00000192,P0002,1,775.4
O00000192,P0007,3,1207.1
O00000193,P0046,1,1011.73
O00000193,P0119,2,899.61
O00000194,P0166,1,1102.77
O00000195,P0182,1,959.41
O00000195,P0171,2,881.55
O00000196,P0181,3,527.96
O00000197,P0061,1,2013.33
O00000197,P0014,2,1837.14
O00000198,P0117,1,1294.94
O00000198,P0013,1,4019.93
O00000199,P0180,2,1202.34
O00000199,P0036,3,992.47
O00000199,P0073,2,985.75
O00000199,P0221,1,2092.04
O00000200,P0110,3,658.22
O00000201,P0088,3,3017.91
O00000201,P0092,1,1379.51
O00000201,P0202,2,1300.21
O00000201,P0211,3,1024.95
O00000202,P0024,2,2386.21
O00000202,P0098,1,1030.77
O00000203,P0169,2,1249.31
O00000204,P0144,1,2246.63
O00000204,P0062,2,2524.52
O00000205,P0060,2,1273.56
O00000205,P0240,1,1359.96
O00000205,P0158,2,3926.03
O00000205,P0041,3,1610.53
O00000206,P0008,2,1423.83
O00000206,P0015,2,1930.97
O00000206,P0217,2,2241.21
O00000206,P0121,1,1121.76
O00000207,P0156,3,3409.06
O00000207,P0219,3,2603.32
O00000207,P0147,2,1263.88
O00000207,P0089,1,1013.84
O00000208,P0071,1,1400.47
O00000209,P0077,3,943.45
O00000210,P0006,3,1175.55
O00000210,P0215,1,1893.08
O00000211,P0192,2,1173.24
O00000211,P0234,1,907.05
O00000211,P0087,2,1200.61
O00000212,P0117,3,1294.94
O00000213,P0052,2,3026.72
O00000214,P0004,1,801.94
O00000214,P0085,1,727.77
O00000214,P0146,3,1090.97
O00000214,P0105,1,720.0
O00000215,P0229,1,1415.09
O00000215,P0012,1,571.27
O00000215,P0210,3,1036.19
O00000216,P0198,1,806.51
O00000216,P0220,1,1349.18
O00000216,P0192,2,1173.24
O00000217,P0114,3,1864.14
O00000217,P0129,2,1270.55
O00000217,P0226,3,785.98
O00000218,P0130,1,2720.58
O00000219,P0046,1,1011.73
O00000219,P0191,3,736.76
O00000219,P0083,1,774.56
O00000219,P0185,3,1397.72
O00000220,P0158,1,3926.03
O00000220,P0130,3,2720.58
O00000220,P0198,1,806.51
O00000220,P0149,2,874.8
O00000221,P0150,2,2411.03
O00000221,P0145,3,588.81
O00000221,P0114,2,1864.14
O00000222,P0177,3,1093.64
O00000222,P0192,2,1173.24
O00000222,P0220,1,1349.18
O00000223,P0064,3,2785.68
O00000224,P0132,3,753.68
O00000225,P0086,1,3093.9
O00000225,P0030,1,834.57
O00000225,P0028,1,1194.55
O00000225,P0235,1,2572.91
O00000226,P0180,2,1202.34
O00000226,P0081,2,875.65
O00000226,P0012,1,571.27
O00000227,P0129,3,1270.55
O00000228,P0082,3,1125.87
O00000228,P0084,2,1196.56
O00000228,P0007,2,1207.1
O00000229,P0058,2,821.51
O00000229,P0219,1,2603.32
O00000230,P0167,2,944.72
O00000231,P0016,3,1036.88
O00000232,P0191,2,736.76
O00000233,P0203,3,1627.91
O00000233,P0209,3,1309.78
O00000234,P0106,3,937.09
O00000234,P0229,1,1415.09
O00000235,P0174,3,1102.11
O00000235,P0095,3,4631.07
O00000235,P0076,3,3072.66
O00000236,P0101,1,869.15
O00000236,P0217,1,2241.21
O00000237,P0210,1,1036.19
O00000237,P0154,3,1649.69
O00000237,P0100,1,1204.25
O00000237,P0057,2,1673.01
O00000238,P0178,1,1011.58
O00000238,P0043,1,1391.43
O00000238,P0196,1,1927.03
O00000238,P0052,2,3026.72
O00000239,P0096,2,1297.17
O00000239,P0011,2,1385.57
O00000239,P0053,2,765.5
O00000239,P0188,2,3691.66
O00000240,P0122,2,1374.87
O00000241,P0167,1,944.72
O00000241,P0100,3,1204.25
O00000241,P0148,2,1690.43
O00000241,P0118,1,888.91
O00000242,P0049,2,1238.18
O00000242,P0139,2,1447.46
O00000243,P0080,2,557.04
O00000243,P0114,2,1864.14
O00000243,P0085,3,727.77
O00000244,P0013,3,4019.93
O00000244,P0006,3,1175.55
O00000244,P0157,1,2062.37
O00000244,P0067,1,753.87
O00000245,P0132,3,753.68
O00000245,P0077,2,943.45
O00000245,P0030,2,834.57
O00000245,P0176,2,1258.27
O00000246,P0021,1,1132.03
O00000246,P0088,3,3017.91
O00000246,P0177,3,1093.64
O00000246,P0216,3,2967.22
O00000247,P0157,3,2062.37
O00000247,P0070,1,1647.58
O00000247,P0066,2,1366.37
O00000247,P0023,2,1915.99
O00000248,P0230,1,1302.25
O00000248,P0188,1,3691.66
O00000248,P0210,3,1036.19
O00000248,P0117,2,1294.94
O00000249,P0053,1,765.5
O00000250,P0223,3,803.39
O00000250,P0036,3,992.47
O00000251,P0182,1,959.41
O00000252,P0204,2,2640.45
O00000252,P0143,1,2545.28
O00000252,P0079,3,1078.04
O00000253,P0124,1,788.45
O00000253,P0077,2,943.45
O00000253,P0157,2,2062.37
O00000253,P0063,1,453.02
O00000254,P0086,1,3093.9
O00000254,P0009,1,857.42
O00000255,P0023,1,1915.99
O00000255,P0128,1,472.1
O00000255,P0193,1,1193.75
O00000255,P0158,2,3926.03
O00000256,P0237,3,1098.27
O00000257,P0073,2,985.75
O00000257,P0066,2,1366.37
O00000257,P0238,3,1672.82
O00000258,P0215,2,1893.08
O00000259,P0161,1,583.24
O00000260,P0185,3,1397.72
O00000260,P0122,3,1374.87
O00000261,P0089,3,1013.84
O00000262,P0089,3,1013.84
O00000262,P0228,1,4068.51
O00000262,P0022,3,724.91
O00000262,P0139,2,1447.46
O00000263,P0170,1,847.9
O00000264,P0089,2,1013.84
O00000264,P0159,2,2800.5
O00000264,P0006,1,1175.55
O00000264,P0218,2,2040.03
O00000265,P0228,3,4068.51
O00000265,P0134,3,989.28
O00000265,P0007,2,1207.1
O00000266,P0066,2,1366.37
O00000266,P0166,1,1102.77
O00000266,P0041,3,1610.53
O00000267,P0145,2,588.81
O00000267,P0221,1,2092.04
O00000267,P0114,2,1864.14
O00000267,P0143,2,2545.28
O00000268,P0027,3,949.2
O00000268,P0188,2,3691.66
O00000268,P0104,3,1858.84
O00000268,P0160,1,1207.7
O00000269,P0223,3,803.39
O00000270,P0029,2,1280.8
O00000270,P0015,1,1930.97
O00000270,P0006,3,1175.55
O00000270,P0026,2,815.52
O00000271,P0195,1,3036.5
O00000271,P0204,1,2640.45
O00000272,P0173,1,761.55
O00000272,P0037,3,662.52
O00000273,P0221,3,2092.04
O00000273,P0066,2,1366.37
O00000273,P0226,1,785.98
O00000274,P0108,2,753.42
O00000274,P0038,2,1347.65
O00000274,P0132,1,753.68
O00000274,P0102,2,2356.27
O00000275,P0223,3,803.39
O00000275,P0182,3,959.41
O00000275,P0219,1,2603.32
O00000275,P0113,2,1180.61
O00000276,P0092,3,1379.51
O00000277,P0189,1,922.16
O00000277,P0072,1,2571.49
O00000278,P0158,3,3926.03
O00000278,P0159,1,2800.5
O00000278,P0008,3,1423.83
O00000278,P0134,1,989.28
O00000279,P0046,1,1011.73
O00000280,P0138,1,987.18
O00000281,P0172,3,1112.76
O00000281,P0233,3,1451.4
O00000282,P0221,2,2092.04
O00000283,P0160,1,1207.7
O00000284,P0126,1,739.47
O00000284,P0157,3,2062.37
O00000284,P0012,1,571.27
O00000285,P0165,1,1939.7
O00000285,P0155,1,293.12
O00000285,P0013,3,4019.93
O00000285,P0177,2,1093.64
O00000286,P0069,2,3449.12
O00000286,P0240,2,1359.96
O00000286,P0205,1,600.42
O00000286,P0093,1,616.35
O00000287,P0043,1,1391.43
O00000288,P0083,3,774.56
O00000288,P0188,1,3691.66
O00000289,P0170,3,847.9
O00000289,P0112,3,1006.06
O00000289,P0201,1,684.71
O00000289,P0184,3,496.43
O00000290,P0195,1,3036.5
O00000290,P0170,1,847.9
O00000291,P0210,2,1036.19
O00000291,P0120,1,784.1
O00000291,P0005,1,1040.13
O00000292,P0060,2,1273.56
O00000292,P0159,2,2800.5
O00000292,P0025,2,1618.84
O00000292,P0091,2,1277.43
O00000293,P0049,2,1238.18
O00000293,P0213,2,1451.45
O00000293,P0032,3,1633.29
O00000294,P0195,3,3036.5
O00000294,P0198,1,806.51
O00000294,P0214,3,2075.44
O00000294,P0136,3,427.26
O00000295,P0051,1,2148.96
O00000296,P0132,2,753.68
O00000297,P0139,3,1447.46
O00000297,P0210,2,1036.19
O00000297,P0017,3,1200.97
O00000297,P0065,3,2491.47
O00000298,P0030,1,834.57
O00000298,P0130,2,2720.58
O00000298,P0192,1,1173.24
O00000298,P0198,3,806.51
O00000299,P0100,1,1204.25
O00000299,P0070,3,1647.58
O00000299,P0022,2,724.91
O00000299,P0122,2,1374.87
O00000300,P0159,3,2800.5
O00000301,P0196,1,1927.03
O00000301,P0030,2,834.57
O00000301,P0112,1,1006.06
O00000302,P0019,2,1268.11
O00000302,P0020,1,1092.34
O00000303,P0074,1,2273.72
O00000303,P0239,2,1314.56
O00000303,P0151,2,770.75
O00000303,P0141,2,1651.79
O00000304,P0107,2,2298.13
O00000304,P0013,2,4019.93
O00000304,P0212,2,1029.88
O00000304,P0210,3,1036.19
O00000305,P0073,1,985.75
O00000305,P0097,2,710.37
O00000305,P0133,2,1209.76
O00000305,P0223,1,803.39
O00000306,P0176,3,1258.27
O00000306,P0195,2,3036.5
O00000307,P0213,3,1451.45
O00000308,P0012,3,571.27
O00000308,P0127,3,2866.94
O00000309,P0240,1,1359.96
O00000310,P0235,2,2572.91
O00000311,P0116,1,518.92
O00000311,P0101,2,869.15
O00000311,P0200,1,1198.68
O00000311,P0047,2,1354.26
O00000312,P0134,3,989.28
O00000312,P0169,3,1249.31
O00000312,P0092,2,1379.51
O00000313,P0091,2,1277.43
O00000313,P0170,3,847.9
O00000313,P0009,2,857.42
O00000313,P0130,3,2720.58
O00000314,P0111,1,1340.4
O00000314,P0216,1,2967.22
O00000314,P0214,1,2075.44
O00000314,P0155,1,293.12
O00000315,P0175,1,756.22
O00000315,P0014,1,1837.14
O00000315,P0161,2,583.24
O00000315,P0109,3,996.17
O00000316,P0176,1,1258.27
O00000316,P0210,3,1036.19
O00000317,P0193,1,1193.75
O00000317,P0106,1,937.09
O00000317,P0121,1,1121.76
O00000317,P0217,2,2241.21
O00000318,P0022,2,724.91
O00000319,P0181,1,527.96
O00000319,P0087,1,1200.61
O00000319,P0014,2,1837.14
O00000320,P0139,2,1447.46
O00000321,P0189,3,922.16
O00000321,P0138,2,987.18
O00000321,P0217,1,2241.21
O00000322,P0110,3,658.22
O00000322,P0034,3,574.52
O00000323,P0022,2,724.91
O00000323,P0039,1,1343.69
O00000323,P0193,2,1193.75
O00000323,P0177,3,1093.64
O00000324,P0021,3,1132.03
O00000325,P0003,1,951.02
O00000326,P0077,3,943.45
O00000327,P0179,3,1949.16
O00000327,P0152,1,1585.12
O00000327,P0162,1,579.09
O00000327,P0234,1,907.05
O00000328,P0097,3,710.37
O00000328,P0133,3,1209.76
O00000329,P0040,2,858.36
O00000330,P0210,3,1036.19
O00000331,P0171,3,881.55
O00000331,P0038,1,1347.65
O00000332,P0109,3,996.17
O00000332,P0037,3,662.52
O00000333,P0013,2,4019.93
O00000333,P0110,3,658.22
O00000333,P0091,2,1277.43
O00000334,P0104,3,1858.84
O00000334,P0203,3,1627.91
O00000334,P0105,3,720.0
O00000334,P0033,1,2028.39
O00000335,P0030,1,834.57
O00000336,P0221,3,2092.04
O00000337,P0237,2,1098.27
O00000337,P0157,2,2062.37
O00000337,P0207,2,522.65
O00000337,P0238,3,1672.82
O00000338,P0039,2,1343.69
O00000338,P0070,1,1647.58
O00000339,P0003,3,951.02
O00000339,P0161,1,583.24
O00000340,P0079,2,1078.04
O00000341,P0218,1,2040.03
O00000341,P0136,2,427.26
O00000342,P0049,1,1238.18
O00000342,P0018,1,864.14
O00000342,P0130,2,2720.58
O00000343,P0057,3,1673.01
