date,campaign_id,channel,spend,impressions,clicks,attributed_sessions,attributed_orders,attributed_revenue,CPC,CTR,CVR,ROAS,CAC_proxy
2025-07-04,C020,email,2449.63,71641,1060,70,1,662.65,2.31,0.0148,0.0143,0.27,2449.63
2025-07-04,C021,email,2999.39,34106,115,13,0,0.0,26.08,0.0034,0.0,0.0,0.0
2025-07-04,C022,email,1676.67,36910,347,37,1,7863.02,4.83,0.0094,0.027,4.69,1676.67
2025-07-04,C023,email,3151.43,63606,869,93,6,48517.43,3.63,0.0137,0.0645,15.4,525.24
2025-07-04,C024,email,2559.51,21483,90,6,0,0.0,28.44,0.0042,0.0,0.0,0.0
2025-07-04,C025,referral,2108.72,7632,152,12,2,15680.53,13.87,0.0199,0.1667,7.44,1054.36
2025-07-04,C026,referral,4608.75,12497,234,23,1,1482.99,19.7,0.0187,0.0435,0.32,4608.75
2025-07-04,C027,referral,3130.66,13323,111,10,0,0.0,28.2,0.0083,0.0,0.0,0.0
2025-07-04,C028,referral,4889.2,8192,151,12,1,5045.85,32.38,0.0184,0.0833,1.03,4889.2
2025-07-04,C029,referral,5003.78,19776,454,30,1,8541.94,11.02,0.023,0.0333,1.71,5003.78
2025-07-04,C030,referral,4174.81,15996,439,37,1,6871.36,9.51,0.0274,0.027,1.65,4174.81
2025-07-04,C031,referral,3150.68,23310,465,54,0,0.0,6.78,0.0199,0.0,0.0,0.0
2025-07-04,C032,referral,5144.19,13967,299,23,0,0.0,17.2,0.0214,0.0,0.0,0.0
2025-07-04,C033,organic,820.72,98803,1262,112,1,2844.47,0.65,0.0128,0.0089,3.47,820.72
2025-07-04,C034,organic,627.72,102417,1004,94,2,10898.61,0.63,0.0098,0.0213,17.36,313.86
2025-07-04,C035,organic,648.87,90204,1131,123,1,5382.36,0.57,0.0125,0.0081,8.29,648.87
2025-07-04,C036,organic,531.37,91096,1380,125,6,27349.870000000003,0.39,0.0151,0.048,51.47,88.56
2025-07-04,C037,organic,466.43,38100,465,33,0,0.0,1.0,0.0122,0.0,0.0,0.0
2025-07-04,C038,organic,702.12,54089,430,29,1,1404.38,1.63,0.0079,0.0345,2.0,702.12
2025-07-04,C039,organic,800.12,45782,491,53,2,11726.3,1.63,0.0107,0.0377,14.66,400.06
2025-07-04,C040,organic,783.16,100245,1109,127,1,4492.52,0.71,0.0111,0.0079,5.74,783.16
2025-07-05,C001,search,18725.66,82930,3729,140,4,27785.7,5.02,0.045,0.0286,1.48,4681.42
2025-07-05,C002,search,14823.18,67464,1857,140,2,16216.489999999998,7.98,0.0275,0.0143,1.09,7411.59
2025-07-05,C003,search,19366.86,76012,2179,140,4,18613.4,8.89,0.0287,0.0286,0.96,4841.72
2025-07-05,C004,search,22628.28,109849,4037,140,2,10939.52,5.61,0.0368,0.0143,0.48,11314.14
2025-07-05,C005,search,20232.31,96005,2277,140,6,31355.72,8.89,0.0237,0.0429,1.55,3372.05
2025-07-05,C006,search,21437.63,93147,2628,140,7,52803.66,8.16,0.0282,0.05,2.46,3062.52
2025-07-05,C007,search,18800.39,85473,2082,140,6,46575.42,9.03,0.0244,0.0429,2.48,3133.4
2025-07-05,C008,search,23661.83,113368,2794,140,3,11007.01,8.47,0.0246,0.0214,0.47,7887.28
2025-07-05,C009,paid_social,11001.04,66488,1452,100,1,7661.01,7.58,0.0218,0.01,0.7,11001.04
2025-07-05,C010,paid_social,20528.62,101291,1933,140,2,5099.3,10.62,0.0191,0.0143,0.25,10264.31
2025-07-05,C011,paid_social,12903.88,64711,1001,67,3,16748.5,12.89,0.0155,0.0448,1.3,4301.29
2025-07-05,C012,paid_social,18626.29,104961,1596,100,1,3649.02,11.67,0.0152,0.01,0.2,18626.29
2025-07-05,C013,paid_social,14814.06,72445,1097,102,0,0.0,13.5,0.0151,0.0,0.0,0.0
2025-07-05,C014,paid_social,19539.6,107916,1359,97,1,6700.45,14.38,0.0126,0.0103,0.34,19539.6
2025-07-05,C015,paid_social,19983.99,107239,1276,134,3,9180.68,15.66,0.0119,0.0224,0.46,6661.33
2025-07-05,C016,paid_social,12750.49,73319,1368,105,0,0.0,9.32,0.0187,0.0,0.0,0.0
2025-07-05,C017,email,1544.0,24946,235,24,3,15846.300000000001,6.57,0.0094,0.125,10.26,514.67
2025-07-05,C018,email,2302.8,48053,683,77,3,12855.81,3.37,0.0142,0.039,5.58,767.6
2025-07-05,C019,email,2871.52,58222,830,90,1,10536.7,3.46,0.0143,0.0111,3.67,2871.52
2025-07-05,C020,email,2582.6,53218,569,64,4,15137.79,4.54,0.0107,0.0625,5.86,645.65
2025-07-05,C021,email,2756.24,36215,28,3,0,0.0,98.44,0.0008,0.0,0.0,0.0
2025-07-05,C022,email,1916.77,18934,326,25,0,0.0,5.88,0.0172,0.0,0.0,0.0
2025-07-05,C023,email,2412.33,34976,363,21,2,8109.469999999999,6.65,0.0104,0.0952,3.36,1206.16
2025-07-05,C024,email,1965.89,39866,603,55,1,4899.17,3.26,0.0151,0.0182,2.49,1965.89
2025-07-05,C025,referral,6063.21,6289,117,10,0,0.0,51.82,0.0186,0.0,0.0,0.0
2025-07-05,C026,referral,3536.8,12170,231,26,0,0.0,15.31,0.019,0.0,0.0,0.0
2025-07-05,C027,referral,4352.49,11398,181,18,2,9812.380000000001,24.05,0.0159,0.1111,2.25,2176.24
2025-07-05,C028,referral,2501.24,11001,158,15,1,11927.65,15.83,0.0144,0.0667,4.77,2501.24
2025-07-05,C029,referral,5047.63,19928,247,25,0,0.0,20.44,0.0124,0.0,0.0,0.0
2025-07-05,C030,referral,2920.51,18510,216,15,0,0.0,13.52,0.0117,0.0,0.0,0.0
2025-07-05,C031,referral,3832.01,19824,449,33,0,0.0,8.53,0.0226,0.0,0.0,0.0
2025-07-05,C032,referral,4275.56,12949,258,25,0,0.0,16.57,0.0199,0.0,0.0,0.0
2025-07-05,C033,organic,550.98,90899,929,53,1,7661.83,0.59,0.0102,0.0189,13.91,550.98
2025-07-05,C034,organic,549.66,46795,252,14,0,0.0,2.18,0.0054,0.0,0.0,0.0
2025-07-05,C035,organic,400.76,109745,1306,79,1,12569.37,0.31,0.0119,0.0127,31.36,400.76
2025-07-05,C036,organic,388.1,69363,1125,88,1,5923.69,0.34,0.0162,0.0114,15.26,388.1
2025-07-05,C037,organic,445.3,108205,881,55,1,6034.16,0.51,0.0081,0.0182,13.55,445.3
2025-07-05,C038,organic,441.32,89650,1840,124,4,29093.26,0.24,0.0205,0.0323,65.92,110.33
2025-07-05,C039,organic,732.49,113209,860,92,1,1314.55,0.85,0.0076,0.0109,1.79,732.49
2025-07-05,C040,organic,502.15,63368,744,74,2,2735.9300000000003,0.67,0.0117,0.027,5.45,251.08
2025-07-06,C001,search,24021.39,91426,1593,140,5,39595.41,15.08,0.0174,0.0357,1.65,4804.28
2025-07-06,C002,search,17216.24,79582,1770,140,1,3317.12,9.73,0.0222,0.0071,0.19,17216.24
2025-07-06,C003,search,23008.55,91232,1776,120,4,19069.18,12.96,0.0195,0.0333,0.83,5752.14
2025-07-06,C004,search,13195.37,55685,2068,140,1,6175.89,6.38,0.0371,0.0071,0.47,13195.37
2025-07-06,C005,search,19746.77,73290,1013,61,2,16491.39,19.49,0.0138,0.0328,0.84,9873.38
2025-07-06,C006,search,16205.35,62423,1015,59,2,16518.55,15.97,0.0163,0.0339,1.02,8102.68
2025-07-06,C007,search,28190.69,133808,3818,140,5,43525.8,7.38,0.0285,0.0357,1.54,5638.14
2025-07-06,C008,search,22810.44,103043,2073,140,3,19607.78,11.0,0.0201,0.0214,0.86,7603.48
2025-07-06,C009,paid_social,16625.89,99341,1203,98,0,0.0,13.82,0.0121,0.0,0.0,0.0
2025-07-06,C010,paid_social,12010.76,72627,1227,125,5,22177.35,9.79,0.0169,0.04,1.85,2402.15
2025-07-06,C011,paid_social,20691.43,100356,1790,140,1,1308.81,11.56,0.0178,0.0071,0.06,20691.43
2025-07-06,C012,paid_social,16426.37,94733,1150,67,0,0.0,14.28,0.0121,0.0,0.0,0.0
2025-07-06,C013,paid_social,13151.93,67105,1390,113,1,2057.27,9.46,0.0207,0.0088,0.16,13151.93
2025-07-06,C014,paid_social,20649.5,99716,1848,140,2,15441.96,11.17,0.0185,0.0143,0.75,10324.75
2025-07-06,C015,paid_social,13151.49,72720,921,62,1,6670.73,14.28,0.0127,0.0161,0.51,13151.49
2025-07-06,C016,paid_social,13489.11,79605,908,104,1,7431.45,14.86,0.0114,0.0096,0.55,13489.11
2025-07-06,C017,email,1472.12,48104,805,55,4,23588.85,1.83,0.0167,0.0727,16.02,368.03
2025-07-06,C018,email,2492.01,59344,877,76,3,14474.34,2.84,0.0148,0.0395,5.81,830.67
2025-07-06,C019,email,3050.86,37885,559,62,0,0.0,5.46,0.0148,0.0,0.0,0.0
2025-07-06,C020,email,2857.14,30651,531,56,3,19516.02,5.38,0.0173,0.0536,6.83,952.38
2025-07-06,C021,email,1350.11,18890,263,17,0,0.0,5.13,0.0139,0.0,0.0,0.0
2025-07-06,C022,email,2459.58,59619,727,82,3,18171.07,3.38,0.0122,0.0366,7.39,819.86
2025-07-06,C023,email,1544.24,33288,468,31,1,15058.34,3.3,0.0141,0.0323,9.75,1544.24
2025-07-06,C024,email,2482.46,49751,595,58,2,21400.38,4.17,0.012,0.0345,8.62,1241.23
2025-07-06,C025,referral,4511.86,19966,204,16,0,0.0,22.12,0.0102,0.0,0.0,0.0
2025-07-06,C026,referral,3137.7,7916,143,12,0,0.0,21.94,0.0181,0.0,0.0,0.0
2025-07-06,C027,referral,3516.9,23870,341,34,1,3629.58,10.31,0.0143,0.0294,1.03,3516.9
2025-07-06,C028,referral,3515.22,5250,103,7,0,0.0,34.13,0.0196,0.0,0.0,0.0
2025-07-06,C029,referral,2955.93,15684,300,19,0,0.0,9.85,0.0191,0.0,0.0,0.0
2025-07-06,C030,referral,3976.51,23671,536,53,2,14046.630000000001,7.42,0.0226,0.0377,3.53,1988.26
2025-07-06,C031,referral,3956.52,11852,291,22,0,0.0,13.6,0.0246,0.0,0.0,0.0
2025-07-06,C032,referral,3674.31,17073,396,27,0,0.0,9.28,0.0232,0.0,0.0,0.0
2025-07-06,C033,organic,520.44,86611,561,53,0,0.0,0.93,0.0065,0.0,0.0,0.0
2025-07-06,C034,organic,492.31,102988,1021,77,0,0.0,0.48,0.0099,0.0,0.0,0.0
2025-07-06,C035,organic,745.68,137073,1322,139,3,19524.230000000003,0.56,0.0096,0.0216,26.18,248.56
2025-07-06,C036,organic,490.84,54153,336,32,1,1734.23,1.46,0.0062,0.0312,3.53,490.84
2025-07-06,C037,organic,691.93,41504,308,18,0,0.0,2.25,0.0074,0.0,0.0,0.0
2025-07-06,C038,organic,549.71,65185,1181,109,0,0.0,0.47,0.0181,0.0,0.0,0.0
2025-07-06,C039,organic,521.75,121144,1270,88,0,0.0,0.41,0.0105,0.0,0.0,0.0
2025-07-06,C040,organic,552.55,38700,518,49,0,0.0,1.07,0.0134,0.0,0.0,0.0
2025-07-07,C001,search,25853.81,124590,4526,140,4,30258.17,5.71,0.0363,0.0286,1.17,6463.45
2025-07-07,C002,search,16420.04,65484,2127,140,4,28988.600000000002,7.72,0.0325,0.0286,1.77,4105.01
2025-07-07,C003,search,11032.09,42654,1155,108,5,39652.82,9.55,0.0271,0.0463,3.59,2206.42
2025-07-07,C004,search,21044.14,90484,2407,140,8,37682.74,8.74,0.0266,0.0571,1.79,2630.52
2025-07-07,C005,search,12151.73,59031,1449,124,3,19789.04,8.39,0.0245,0.0242,1.63,4050.58
2025-07-07,C006,search,11331.87,52651,1949,140,9,57810.57,5.81,0.037,0.0643,5.1,1259.1
2025-07-07,C007,search,15230.14,73078,1594,140,3,21841.1,9.55,0.0218,0.0214,1.43,5076.71
2025-07-07,C008,search,29033.45,135158,3276,140,2,20507.34,8.86,0.0242,0.0143,0.71,14516.72
2025-07-07,C009,paid_social,20617.34,120758,2849,140,2,9628.69,7.24,0.0236,0.0143,0.47,10308.67
2025-07-07,C010,paid_social,12858.96,69930,1219,122,0,0.0,10.55,0.0174,0.0,0.0,0.0
2025-07-07,C011,paid_social,8894.0,44687,917,55,0,0.0,9.7,0.0205,0.0,0.0,0.0
2025-07-07,C012,paid_social,22604.25,106248,2270,140,5,39575.28,9.96,0.0214,0.0357,1.75,4520.85
2025-07-07,C013,paid_social,11726.53,65299,1849,98,1,10907.77,6.34,0.0283,0.0102,0.93,11726.53
2025-07-07,C014,paid_social,11188.96,52902,1209,87,2,14297.22,9.25,0.0229,0.023,1.28,5594.48
2025-07-07,C015,paid_social,14498.63,85684,1527,82,3,30567.66,9.49,0.0178,0.0366,2.11,4832.88
2025-07-07,C016,paid_social,15534.61,85204,2247,128,2,9116.47,6.91,0.0264,0.0156,0.59,7767.3
2025-07-07,C017,email,2078.71,46293,887,50,3,18122.85,2.34,0.0192,0.06,8.72,692.9
2025-07-07,C018,email,2477.32,19085,173,13,0,0.0,14.32,0.0091,0.0,0.0,0.0
2025-07-07,C019,email,2289.83,56904,624,39,4,23510.5,3.67,0.011,0.1026,10.27,572.46
2025-07-07,C020,email,1451.86,24684,380,26,2,4809.8099999999995,3.82,0.0154,0.0769,3.31,725.93
2025-07-07,C021,email,1465.87,18373,94,8,0,0.0,15.59,0.0051,0.0,0.0,0.0
2025-07-07,C022,email,2774.49,51818,548,51,2,12931.06,5.06,0.0106,0.0392,4.66,1387.24
2025-07-07,C023,email,1995.98,21063,148,15,1,4441.04,13.49,0.007,0.0667,2.22,1995.98
2025-07-07,C024,email,1576.14,50253,906,71,4,21096.31,1.74,0.018,0.0563,13.38,394.04
2025-07-07,C025,referral,3642.2,21729,613,42,1,6892.86,5.94,0.0282,0.0238,1.89,3642.2
2025-07-07,C026,referral,4399.55,13853,321,28,0,0.0,13.71,0.0232,0.0,0.0,0.0
2025-07-07,C027,referral,4133.39,19207,417,29,1,13021.29,9.91,0.0217,0.0345,3.15,4133.39
2025-07-07,C028,referral,2842.76,14253,269,21,1,11858.06,10.57,0.0189,0.0476,4.17,2842.76
2025-07-07,C029,referral,4295.61,19889,498,27,2,7466.240000000001,8.63,0.025,0.0741,1.74,2147.8
2025-07-07,C030,referral,3211.06,21860,503,45,1,10749.47,6.38,0.023,0.0222,3.35,3211.06
2025-07-07,C031,referral,3111.38,13767,384,27,2,7504.31,8.1,0.0279,0.0741,2.41,1555.69
2025-07-07,C032,referral,3644.49,5058,103,11,0,0.0,35.38,0.0204,0.0,0.0,0.0
2025-07-07,C033,organic,545.66,101938,514,30,0,0.0,1.06,0.005,0.0,0.0,0.0
2025-07-07,C034,organic,470.92,33693,299,26,0,0.0,1.57,0.0089,0.0,0.0,0.0
2025-07-07,C035,organic,433.59,56958,136,12,0,0.0,3.19,0.0024,0.0,0.0,0.0
2025-07-07,C036,organic,338.93,91463,1451,83,0,0.0,0.23,0.0159,0.0,0.0,0.0
2025-07-07,C037,organic,582.04,39768,162,15,1,11580.25,3.59,0.0041,0.0667,19.9,582.04
2025-07-07,C038,organic,481.71,98803,376,20,0,0.0,1.28,0.0038,0.0,0.0,0.0
2025-07-07,C039,organic,430.17,32205,407,37,0,0.0,1.06,0.0126,0.0,0.0,0.0
2025-07-07,C040,organic,573.89,62499,652,64,2,17975.93,0.88,0.0104,0.0312,31.32,286.94
2025-07-08,C001,search,18316.69,81218,2143,140,2,23520.97,8.55,0.0264,0.0143,1.28,9158.34
2025-07-08,C002,search,29455.79,146783,5101,140,8,61895.100000000006,5.77,0.0348,0.0571,2.1,3681.97
2025-07-08,C003,search,20154.96,91486,3025,280,7,30247.41,6.66,0.0331,0.025,1.5,2879.28
2025-07-08,C004,search,23572.36,94416,2933,140,6,40664.61,8.04,0.0311,0.0429,1.73,3928.73
2025-07-08,C005,search,14474.3,64492,1276,80,1,15377.91,11.34,0.0198,0.0125,1.06,14474.3
2025-07-08,C006,search,18534.66,72251,1686,140,5,37300.49,10.99,0.0233,0.0357,2.01,3706.93
2025-07-08,C007,search,24874.6,111420,3754,140,6,46514.979999999996,6.63,0.0337,0.0429,1.87,4145.77
2025-07-08,C008,search,14916.07,57885,1879,131,4,15603.76,7.94,0.0325,0.0305,1.05,3729.02
2025-07-08,C009,paid_social,13949.24,74635,1243,116,2,15317.800000000001,11.22,0.0167,0.0172,1.1,6974.62
2025-07-08,C010,paid_social,11987.63,66156,1153,78,0,0.0,10.4,0.0174,0.0,0.0,0.0
2025-07-08,C011,paid_social,14182.62,82513,1382,114,1,1213.14,10.26,0.0167,0.0088,0.09,14182.62
2025-07-08,C012,paid_social,18408.74,105868,918,46,0,0.0,20.05,0.0087,0.0,0.0,0.0
2025-07-08,C013,paid_social,11114.83,56416,1685,105,4,9671.65,6.6,0.0299,0.0381,0.87,2778.71
2025-07-08,C014,paid_social,15583.82,84144,1570,140,2,16189.32,9.93,0.0187,0.0143,1.04,7791.91
2025-07-08,C015,paid_social,12693.0,68621,1095,62,0,0.0,11.59,0.016,0.0,0.0,0.0
2025-07-08,C016,paid_social,14976.78,70907,1665,100,3,17269.5,9.0,0.0235,0.03,1.15,4992.26
2025-07-08,C017,email,2067.16,50270,543,48,1,10771.4,3.81,0.0108,0.0208,5.21,2067.16
2025-07-08,C018,email,2250.14,44618,536,36,1,15767.69,4.2,0.012,0.0278,7.01,2250.14
2025-07-08,C019,email,1564.69,28539,185,16,0,0.0,8.46,0.0065,0.0,0.0,0.0
2025-07-08,C020,email,2150.04,18785,52,4,0,0.0,41.35,0.0028,0.0,0.0,0.0
2025-07-08,C021,email,1681.46,54045,957,69,3,11136.29,1.76,0.0177,0.0435,6.62,560.49
2025-07-08,C022,email,2196.96,46333,772,70,2,13445.19,2.85,0.0167,0.0286,6.12,1098.48
2025-07-08,C023,email,2402.62,37467,663,51,4,25455.93,3.62,0.0177,0.0784,10.6,600.66
2025-07-08,C024,email,2510.77,16419,110,10,0,0.0,22.83,0.0067,0.0,0.0,0.0
2025-07-08,C025,referral,2748.29,23796,746,56,1,12848.35,3.68,0.0313,0.0179,4.68,2748.29
2025-07-08,C026,referral,3704.34,13237,432,38,0,0.0,8.57,0.0326,0.0,0.0,0.0
2025-07-08,C027,referral,4628.09,13878,306,27,0,0.0,15.12,0.022,0.0,0.0,0.0
2025-07-08,C028,referral,2542.16,12529,196,12,0,0.0,12.97,0.0156,0.0,0.0,0.0
2025-07-08,C029,referral,3719.69,24004,500,41,3,12258.27,7.44,0.0208,0.0732,3.3,1239.9
2025-07-08,C030,referral,3514.85,21169,465,29,1,749.66,7.56,0.022,0.0345,0.21,3514.85
2025-07-08,C031,referral,3143.86,22834,426,28,0,0.0,7.38,0.0187,0.0,0.0,0.0
2025-07-08,C032,referral,4022.6,7640,121,8,0,0.0,33.24,0.0158,0.0,0.0,0.0
2025-07-08,C033,organic,392.68,78452,1179,92,0,0.0,0.33,0.015,0.0,0.0,0.0
2025-07-08,C034,organic,414.8,40269,436,39,1,8621.38,0.95,0.0108,0.0256,20.78,414.8
2025-07-08,C035,organic,591.89,112206,347,34,0,0.0,1.71,0.0031,0.0,0.0,0.0
2025-07-08,C036,organic,581.79,112220,1775,133,1,9908.71,0.33,0.0158,0.0075,17.03,581.79
2025-07-08,C037,organic,622.1,36498,194,13,0,0.0,3.21,0.0053,0.0,0.0,0.0
2025-07-08,C038,organic,394.05,92254,1224,108,4,27814.82,0.32,0.0133,0.037,70.59,98.51
2025-07-08,C039,organic,370.25,83981,779,58,0,0.0,0.48,0.0093,0.0,0.0,0.0
2025-07-08,C040,organic,615.87,63784,577,38,1,7846.65,1.07,0.009,0.0263,12.74,615.87
2025-07-09,C001,search,13493.11,53407,1487,135,3,16804.760000000002,9.07,0.0278,0.0222,1.25,4497.7
2025-07-09,C002,search,14960.13,71770,2508,140,4,46540.64,5.96,0.0349,0.0286,3.11,3740.03
2025-07-09,C003,search,19179.58,82840,1619,120,2,24462.72,11.85,0.0195,0.0167,1.28,9589.79
2025-07-09,C004,search,13629.75,61759,2009,140,1,6792.75,6.78,0.0325,0.0071,0.5,13629.75
2025-07-09,C005,search,13132.18,62648,2126,137,3,12693.94,6.18,0.0339,0.0219,0.97,4377.39
2025-07-09,C006,search,20921.04,91062,1998,109,0,0.0,10.47,0.0219,0.0,0.0,0.0
2025-07-09,C007,search,10197.14,48727,1725,140,6,37108.15,5.91,0.0354,0.0429,3.64,1699.52
2025-07-09,C008,search,16130.69,60821,2568,140,2,4695.72,6.28,0.0422,0.0143,0.29,8065.34
2025-07-09,C009,paid_social,12590.03,76023,1278,124,4,14245.19,9.85,0.0168,0.0323,1.13,3147.51
2025-07-09,C010,paid_social,11909.04,62015,1000,92,0,0.0,11.91,0.0161,0.0,0.0,0.0
2025-07-09,C011,paid_social,15215.08,84209,1622,140,0,0.0,9.38,0.0193,0.0,0.0,0.0
2025-07-09,C012,paid_social,13198.49,69064,2055,140,1,6451.76,6.42,0.0298,0.0071,0.49,13198.49
2025-07-09,C013,paid_social,10992.94,62818,975,84,3,16368.75,11.27,0.0155,0.0357,1.49,3664.31
2025-07-09,C014,paid_social,10999.4,60089,1088,105,2,7165.13,10.11,0.0181,0.019,0.65,5499.7
2025-07-09,C015,paid_social,11379.39,59151,1291,78,2,4534.75,8.81,0.0218,0.0256,0.4,5689.7
2025-07-09,C016,paid_social,17715.53,93969,1095,64,0,0.0,16.18,0.0117,0.0,0.0,0.0
2025-07-09,C017,email,1329.59,55938,740,69,2,18013.12,1.8,0.0132,0.029,13.55,664.8
2025-07-09,C018,email,2920.76,29329,441,27,2,8684.48,6.62,0.015,0.0741,2.97,1460.38
2025-07-09,C019,email,1779.3,37666,62,4,0,0.0,28.7,0.0016,0.0,0.0,0.0
2025-07-09,C020,email,1715.67,31035,281,26,0,0.0,6.11,0.0091,0.0,0.0,0.0
2025-07-09,C021,email,2539.9,23803,296,23,1,2174.28,8.58,0.0124,0.0435,0.86,2539.9
2025-07-09,C022,email,1712.83,57418,977,58,2,24304.2,1.75,0.017,0.0345,14.19,856.42
2025-07-09,C023,email,1530.27,32250,269,23,1,1312.94,5.69,0.0083,0.0435,0.86,1530.27
2025-07-09,C024,email,2052.71,47806,640,46,2,6937.35,3.21,0.0134,0.0435,3.38,1026.36
2025-07-09,C025,referral,3742.97,15329,298,25,1,4446.12,12.56,0.0194,0.04,1.19,3742.97
2025-07-09,C026,referral,2565.38,15009,340,28,0,0.0,7.55,0.0227,0.0,0.0,0.0
2025-07-09,C027,referral,3466.91,22922,657,35,0,0.0,5.28,0.0287,0.0,0.0,0.0
2025-07-09,C028,referral,3944.68,19993,299,17,0,0.0,13.19,0.015,0.0,0.0,0.0
2025-07-09,C029,referral,2821.08,20568,312,24,2,5518.45,9.04,0.0152,0.0833,1.96,1410.54
2025-07-09,C030,referral,2292.62,9271,225,22,0,0.0,10.19,0.0243,0.0,0.0,0.0
2025-07-09,C031,referral,2863.66,18499,469,36,2,10056.630000000001,6.11,0.0254,0.0556,3.51,1431.83
2025-07-09,C032,referral,3404.54,20363,581,48,1,12578.4,5.86,0.0285,0.0208,3.69,3404.54
2025-07-09,C033,organic,555.38,37310,638,44,2,22483.2,0.87,0.0171,0.0455,40.48,277.69
2025-07-09,C034,organic,544.22,56668,514,42,0,0.0,1.06,0.0091,0.0,0.0,0.0
2025-07-09,C035,organic,610.5,55630,793,71,0,0.0,0.77,0.0143,0.0,0.0,0.0
2025-07-09,C036,organic,524.67,93052,807,54,0,0.0,0.65,0.0087,0.0,0.0,0.0
2025-07-09,C037,organic,452.04,65356,881,75,0,0.0,0.51,0.0135,0.0,0.0,0.0
2025-07-09,C038,organic,535.52,55407,571,35,3,9591.15,0.94,0.0103,0.0857,17.91,178.51
2025-07-09,C039,organic,580.82,66594,1164,91,0,0.0,0.5,0.0175,0.0,0.0,0.0
2025-07-09,C040,organic,496.29,94308,988,97,1,3172.18,0.5,0.0105,0.0103,6.39,496.29
2025-07-10,C001,search,17059.11,70398,2718,140,5,28167.69,6.28,0.0386,0.0357,1.65,3411.82
2025-07-10,C002,search,16367.8,63798,2261,140,4,20479.93,7.24,0.0354,0.0286,1.25,4091.95
2025-07-10,C003,search,22634.02,93832,1876,126,7,44023.58,12.07,0.02,0.0556,1.95,3233.43
2025-07-10,C004,search,10006.7,37799,847,79,3,18794.94,11.81,0.0224,0.038,1.88,3335.57
2025-07-10,C005,search,19933.82,98172,2562,140,4,25736.04,7.78,0.0261,0.0286,1.29,4983.46
2025-07-10,C006,search,16912.41,63197,1846,140,4,32830.16,9.16,0.0292,0.0286,1.94,4228.1
2025-07-10,C007,search,16345.29,74944,1841,140,5,35872.99,8.88,0.0246,0.0357,2.19,3269.06
2025-07-10,C008,search,13153.49,63369,1682,140,4,17652.08,7.82,0.0265,0.0286,1.34,3288.37
2025-07-10,C009,paid_social,10788.38,49020,996,87,0,0.0,10.83,0.0203,0.0,0.0,0.0
2025-07-10,C010,paid_social,15208.11,73802,1364,116,1,8002.41,11.15,0.0185,0.0086,0.53,15208.11
2025-07-10,C011,paid_social,15040.83,73153,1612,108,0,0.0,9.33,0.022,0.0,0.0,0.0
2025-07-10,C012,paid_social,9916.26,52734,845,53,0,0.0,11.74,0.016,0.0,0.0,0.0
2025-07-10,C013,paid_social,0.0,94769,1813,140,6,32179.91,0.0,0.0191,0.0429,0.0,0.0
2025-07-10,C014,paid_social,17302.73,84776,1132,74,1,7405.45,15.29,0.0134,0.0135,0.43,17302.73
2025-07-10,C015,paid_social,12858.11,66627,1240,86,2,6025.63,10.37,0.0186,0.0233,0.47,6429.06
